"","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30","S31","S32","S33","S34","S35","S36","S37","S38","S39","S40","S41","S42","S43","S44","S45","S46","S47","S48","S49","S50"
"g356",0,0,170.152,0,291.914,0,0,0,0,0,0,0,0,0,196.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g357",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g359",1002.194,0,37.33,12.562,0,0,0,0,0,0,2.489,0,0,0,0,0,0,688.489,0,0,0,0,0,0,0,0,240.452,0,0,178.279,15.441,0,0,0,21.664,7.184,0,0,639.603,0,1.579,0,752.033,0,459.424,0,27.478,0,0,235.573
"g360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g361",0,0,0,0,8.224,0,0,0,166.912,179.842,72.182,2.354,90.455,16.108,0,0,113.791,38.592,0,0,0.908,0,0,0,0,0,0,0,0,0.878,0,0,0,23.843,0,1.437,0,0,0,0,0,410.428,0.659,0,0,0,0,0,0,2.534
"g362",0,0,0,0,2.056,0,0,0,1.861,0,0,7.981,0,1.239,0,0,0,0,32.387,0,0,0,1.312,1.577,0,2.112,5.304,7.345,2.888,1.625,0,0.508,0,6.358,0.774,0.56,0,0,14.665,9.741,3.805,0,0,0.347,0,0.862,0.916,0,0,6.322
"g363",2.831,30.84,14.525,157.029,357.748,74.361,5.286,24.675,373.297,148.932,767.281,790.993,72.948,741.64,34.395,29.019,280.454,329.579,30.588,821.217,7.262,10.014,34.121,1.577,108.284,524.253,130.834,367.239,429.484,705.94,6.755,2294.192,179.478,5.563,1.547,1116.435,18.913,130.328,485.011,25.994,161.03,129.364,956.892,14.201,80.291,550.527,21.066,102.47,341.188,10.149
"g364",959.715,3.855,313.329,0,6.168,0,22.203,447.237,42.856,394.257,315.279,4.708,16.048,1.239,192.357,17.412,0,0,0,0,286.832,349.714,511.814,0,20.618,300.102,199.946,0,0,0,512.29,0,4.256,895.679,38.685,300.275,16.922,7.52,260.568,0,6.315,13.2,48.075,711.641,462.072,363.857,0,0,0,0
"g365",0,0,0,6.281,211.585,0,0,9.253,1.128,9.367,678.157,2.354,0,0,21.656,0,9.77,0,0,0,20.877,0.77,496.066,0,0,0,5.304,0,0,0,12.545,0,92.229,0,0,2.155,76.647,178.165,211.224,0,0,0,0,0,0,0,0.916,0,0,0
"g366",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g368",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g369",856.383,7.71,487.092,994.515,205.602,6.197,1062.551,619.901,78.945,1015.357,5.808,2.354,106.503,84.255,80.255,2.902,67.188,4.631,1.799,253.899,684.402,573.112,240.014,74.122,389.154,1.852,129.066,557.129,5.415,5.269,271.504,0,345.506,0,139.971,209.56,89.587,75.203,241.263,0,3.157,357.705,231.557,861.2,30.308,277.389,911.767,4.926,3.102,826.084
"g370",118.903,3.855,56.026,173.778,396.812,2701.403,2.115,12.338,563.893,60.884,1.659,0,377.868,7.434,3.822,5.804,49.999,16.209,35.985,15.43,1003.003,10.014,2.625,782.223,36.082,9.262,160.89,1.791,226.519,11.417,562.617,12.699,1.419,0.795,10.832,60.342,62.711,151.234,194.777,21.646,12.63,304.93,7.244,2.367,181.319,22.415,1208.582,23.647,4.653,10.111
"g371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g372",18.515,8.905,16.227,22.089,26.79,0,13.427,73.809,13.894,26.695,9.964,116.201,13.101,4.894,7.669,0,12.85,7.132,99.338,5.8,9.649,52.019,18.268,68.176,14.858,24.823,4.367,39.769,9.792,8.044,49.68,25.953,27.844,35.732,309.713,12.169,12.443,9.267,11.782,92.741,12.156,17.055,16.951,7.14,4.174,21.802,571.244,15.193,29.761,23.009
"g373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g375",0,0,0,0,0,0,0,3.825,163.721,0.937,0,1.412,180.91,0,2.369,0,1.121,1.22,20.926,0.919,0,0,0,0,0,0,0,3.583,0,0,91.679,4.641,1.419,0,0,0,0,0,0,14.089,3.157,2.746,0,0,0,3.328,0,0,1.272,2.661
"g376",1.217,28.681,34.611,65.387,8.306,0,13.903,3.084,1.218,242.777,16.013,45.929,12.036,215.99,1751.735,8.358,3.856,0.957,19.648,2.588,18.862,91.806,137.967,384.835,49.638,158.888,3.306,18.541,16.172,81.227,5.819,11.383,95.762,2.98,12.333,17.435,21.381,7.144,0.831,38.313,23.097,56.749,3.662,56.543,0.59,9.095,2.757,12.622,13.043,82.52
"g377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g379",830.904,7.71,4.15,0,0,0,1.057,3.084,0,0,0,18.833,37.933,0,0,0,0,0,0,0,460.501,0,0,0,0,0,0,0,0,1.756,544.069,0,0.709,0,0,0,0,0,0,0,0,0,0,0,1.063,0,2.748,0,0,0
"g380",1111.528,41.865,1110.534,202.965,34.418,75.352,1526.473,103.481,399.992,362.765,156.951,1216.27,44.644,60.292,96.217,30.412,27.879,4.677,1282.539,104.099,967.521,351.385,26.247,220.947,444.333,141.53,38.154,2009.999,13.068,13.173,88.147,41.099,157.011,38.395,203.182,354.749,297.987,193.256,61.082,1544.273,52.398,41.793,315.438,1143.53,163.926,123.866,1920.787,1270.072,457.579,792.305
"g381",1.968,0,0,118.253,5.305,12.703,10.372,0,18.27,3.737,1.228,11.582,0,2.689,0,0,0.253,0,0,1.599,2.868,3.112,3.622,0,1.289,0,36.386,8.688,0.911,4.742,4.362,2.263,3.313,2.909,1.679,2.105,2.598,2.699,1.818,24.656,0,8.95,0.659,0.371,1.531,8.449,0,2.345,6.265,13.684
"g382",1.416,0,53.992,73.28,86.353,1344.691,308.746,24.675,5.639,1.873,73.842,147.111,0,13.419,113.338,606.505,440.767,2.316,2435.585,63.826,2.896,1668.164,406.826,17.348,207.47,1248.575,7.072,1.791,0,0,50.172,28.862,604.337,1791.335,273.117,0.718,46.745,127.846,0,0,4987.054,1.32,46.758,0.789,30.84,228.956,133.725,792.136,1.551,1.267
"g383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g384",2.831,7.71,255.228,358.026,2.056,24.787,8.458,6.169,551.487,2.81,6.637,14.125,4.377,1.239,598.612,6011.596,1.149,0,0,2.806,2.723,3.081,26.247,0,0,7.41,1261.151,0,0,0,1.93,55.415,1.419,158.372,0,0,37.527,968.453,395.777,0,0,1.32,283.86,18.95,255.761,5.173,0,3809.407,197.749,67.316
"g385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g386",65.113,2964.469,0,104.686,0,6.197,3.172,6.169,590.069,0,48.951,3931.355,615.677,12.39,2.548,679.053,521.829,448.429,0,9.819,11.8,0,287.403,423.883,1615.944,1.852,3.536,7.166,0,0,128.35,49.642,33.342,0,0,137.207,1302.507,27.575,36.341,0,0,23.761,1.976,0.789,3.722,0,0,0,0,1.267
"g387",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.795,0,0,0,0
"g388",1039.536,674.927,207.233,20.037,4.893,0,2.115,30.69,0,2.014,134.641,25.801,3.472,22.451,0,1.248,25.178,43.347,10.076,1.487,5.183,7.21,2.441,0,2.59,1.815,6.259,5.374,0,626.074,4.912,4.11,16.6,2.925,132.272,5.883,152.049,804.952,0,43.035,19.892,15.524,1.91,464.087,0.649,98.9,5.395,0,103.256,6.867
"g389",35.954,589.154,176.336,201.876,582.307,18.714,816.481,21.467,60.596,186.904,209.196,188.402,33.921,142.651,726.026,22.867,73.912,585.401,50.775,810.346,77.989,33.57,717.917,1.687,588.724,1000.897,39.356,85.683,1338.575,1558.401,8.328,423.034,1124.802,1561.888,49.865,707.867,607.092,164.236,350.139,67.77,1052.565,227.456,66.93,11.093,19.201,41.191,1078.639,8.345,1572.659,23.085
"g390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.181,0,0,0,0,0
"g391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g392",12.825,11.603,48.078,213.622,15.811,29.62,64.24,23.04,23.3,15.642,26.492,20.905,28.377,23.046,329.236,36.913,50.361,32.325,174.817,22.164,15.957,3.674,16.601,35.784,29.033,35.29,1.856,254.434,71.313,41.162,24.589,188.641,34.988,4.713,23.799,20.574,37.418,619.417,5.653,15.486,38.363,18.401,38.829,32.836,42.416,13.311,35.401,10.976,22.317,90.92
"g393",179.897,61.679,14.525,2.094,24.672,18.59,100.441,3.084,6.767,22.48,35.651,77.71,1.459,18.586,22.93,49.304,89.653,234.642,3587.119,31.562,95.308,465.268,5.249,0,70.875,90.772,56.913,73.448,0,0.878,0,2.309,41.145,11.921,0,112.797,0.995,23.397,61.532,0,242.997,178.008,251.38,40.252,0,92.245,30.317,11.824,6.203,70.445
"g394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g395",0,0,2.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g396",966.793,3.855,323.704,724.426,1003.339,12.393,0,18.506,1105.23,565.753,1291.831,84.749,106.503,24.781,169.427,58.039,1225.298,838.228,3.599,1327.039,647.186,41.597,0,0,0,1152.708,1364.934,1918.565,2745.71,1048.603,427.512,2715.147,12.769,39.929,587.241,373.548,255.672,120.325,332.852,49.194,2392,33.001,1.317,788.941,600.853,0.862,345.304,163.499,4.653,375.032
"g397",594.514,15.42,103.772,127.717,493.445,12.393,0,259.089,469.17,0.937,0.83,934.855,2.918,4.956,197.452,11.608,651.769,1044.366,3.599,1.403,9.985,2.311,13.123,0,537.153,226.003,586.985,0,1.805,60.606,116.663,408.683,0,522.953,418.542,2.155,0,368.305,379.165,9.839,7.894,168.569,86.272,118.341,456.754,93.891,8.243,0,41.873,120.365
"g398",276.024,11.565,136.952,707.069,404.975,337.04,521.702,27.76,685.694,196.608,477.897,282.498,340.782,517.845,550.319,1064.169,789.341,55.573,12.595,117.13,328.585,14.636,813.705,201.422,88.941,494.613,31.63,438.036,1425.798,589.286,96.504,4.618,469.651,194.716,188.01,546.673,609.143,536.1,217.379,1.968,318.902,117.484,227.171,344.57,84.013,468.499,130.977,480.222,10.856,1.267
"g399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g400",789.854,69.389,906.787,1832.002,1440.737,2076.339,1352.255,1354.048,4636.441,1586.374,2829.347,185.978,682.789,2341.366,3183.443,7302.377,122.986,4069.967,91.781,2446.055,663.688,4267.588,1140.045,5183.507,3393.933,3575.295,3778.289,1642.348,1757.103,3108.609,278.896,84.277,921.496,1799.362,1696.731,2800.871,1968.926,2103.506,4235.153,183.003,1386.938,2277.878,2718.607,1031.935,2754.952,2160.66,38.469,143.853,2957.819,787.022
"g401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g402",2324.124,317.765,1106.093,940.791,975.048,74.361,1556.003,5096.032,1107.012,1722.848,1286.073,1205.229,2174.479,1418.442,1174.549,2622.017,3792.862,1492.555,35.985,1562.709,898.572,1023.182,1814.695,1711.76,4267.522,516.843,1391.878,3545.346,3098.61,1679.095,795.191,398.87,837.914,848.367,874.424,1182.122,2626.028,1376.055,1452.808,11.807,78.936,763.776,769.61,1321.76,1599.842,716.55,2214.872,707.962,741.324,595.414
"g403",0,2702.331,0,0,0,6.197,0,12.338,0,0.937,0,0,1.459,1.239,5.096,0,1.724,0,5.398,1.403,0,0.77,0,0,0,0,0,1.791,3.61,1.756,0,0,0,0,0,0.718,2.986,0,0,1.968,11.051,2.64,0,0,1.063,0,3.664,0,0,1.267
"g404",388.076,4.742,715.988,384.867,698.78,937.442,44.384,55.55,39.856,51.489,101.221,22.364,660.949,156.578,392.586,17.412,36.223,468.512,27.043,93.992,1357.512,3.151,1604.812,94.419,1137.926,197.086,59.123,905.218,550.261,12.304,873.861,547.948,53.219,3763.454,990.541,360.654,643.186,223.964,1511.111,196.758,307.866,166.88,319.877,1.602,279.455,143.927,829.27,66.064,17.23,1580.734
"g405",797.158,7.71,0,203.091,0,6.197,1165.213,3.084,427.431,0,0,2.354,88.894,0,1.274,29.019,0,0,603.422,105.908,0,0,7.874,0,1.289,0,3.536,1.791,0,0,66.588,2.309,796.045,0,0,0,0,238.019,0,0,299.957,0,1.976,0,752.927,946.584,313.475,0.985,0,1.267
"g406",315.602,15.42,346.53,6.281,727.832,30.984,999.273,15.422,150.988,902.956,574.944,952.935,5.836,99.123,16.561,525.251,54.039,480.09,1.799,3.507,1.815,0.77,817.59,545.948,372.414,44.46,176.803,1.791,937.573,5.261,553.97,302.472,0.709,0,97.487,56.032,7.963,833.053,27.702,0,641.245,18.481,370.112,206.703,5.849,7.759,0,12.809,6.203,89.957
"g407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g410",0,0,0,10.469,10.28,0,0,0,0,98.698,2.489,9.417,0,293.653,1.274,8.706,0,126.583,0,7.715,394.838,0,0,6.308,1.289,74.099,0,0,0,0,347.336,288.561,675.348,54.044,0,0,380.248,0.836,4.328,0,0,0,6.586,0.789,271.931,0.862,178.605,92.617,1.551,1.267
"g411",622.994,5447.067,846.611,355.932,4177.838,105.344,52.864,178.895,760.128,5933.762,628.069,185.978,447.898,2155.931,2620.105,472.145,39.654,395.264,145.273,1012.091,559.104,1116.197,482.942,3809.664,362.105,18.525,1311.822,573.252,13.537,525.176,1337.543,3500.004,94.35,2153.778,1290.049,290.218,3016.946,2574.464,269.225,289.263,353.649,897.721,277.255,480.465,784.299,2099.408,4136.291,2875.074,13.958,337.022
"g412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.456,0,0,0,0,0,0,0,0,0,0
"g413",1.416,7.71,4.15,215.632,102.801,0,677.714,6.169,0,515.013,121.134,0,1.459,0,0,2.902,0,0,5.398,11.222,16.348,0.77,0,0,73.452,0,0,0,169.673,1.756,76.238,2.309,2.128,0,0.774,89.795,99.76,0,0,3.936,9.472,3.96,0.659,7.1,127.615,4.31,3.664,0.985,0,0
"g414",396.342,3.855,10.375,25.104,4.112,43.377,0,24.675,270.669,3.747,0,2.354,290.331,4.956,0,0,5.172,5.403,17.993,0,231.462,3.081,0,1.577,0,0,38.897,30.454,2.707,55.328,594.791,0,0.709,0,0,0,0,1.671,335.033,3215.546,0,46.201,0.659,1.578,593.35,633.685,0,5.912,1.551,46.879
"g415",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g416",0,69.389,18.675,8.375,0,0,733.749,0,22.556,0,180.871,2.354,167.779,1.239,0,2.902,0.575,55.573,8.996,46.992,0,20.028,17.06,6.308,0,0,0,0,3.61,98.361,0,2.309,0,39.738,61.896,1.437,0,0,154.956,15.349,3.157,2.64,27.66,0.789,17.547,4.31,2.748,0,1.551,32.942
"g417",0,18.581,0,5.527,7.052,8.799,1.068,0,1.556,2.042,0.738,72.72,2.918,5.006,3.389,2.902,5.609,0,25.892,29.451,24.018,7.811,3.99,1.593,0,0,18.741,10.372,4.711,4.47,2.007,4.26,6.101,3.306,4.836,4.669,85.048,3.242,8.051,30.225,0,5.214,7.099,1.191,3.882,9.19,0,17.42,16.796,1.318
"g418",0,0,0,0,4.112,0,1.057,0,83.479,0,0,7.062,0,0,0,0,62.068,0,0,166.185,12.708,0,0,28.387,0,0,0,0,0,0,0,0,209.273,171.581,0,0,0,0,0,0,0,2.64,0.659,0,0,0,0,0.985,0,0
"g419",1390.27,0,41.501,64.905,834.745,49.574,0,52.435,734.098,295.053,294.471,0,8.754,98.863,0,11.608,8.621,1257.241,88.164,142.38,8.169,473.11,625.988,41.004,238.732,307.512,166.194,87.779,776.121,3.513,642.175,8.081,19.154,0.795,10.832,0,229.94,503.871,76.179,19.678,12.63,117.537,351.673,0,335.871,74.14,2.748,0,0,345.891
